domain,company_name,segment,reasoning,employees,country,industry,keywords,short_description,linkedin_url,source_sheet,scrape_status,classified_by,prompt_version
gofanclub.com,FanClub,INFLUENCER_PLATFORMS,"FanClub is a Web3 community-based social media platform that connects creators, brands, and communities, indicating a focus on influencer marketing.",36,United States,information technology & services,"technology, information & internet, information technology & services","FanClub is a Web3 community-based social media platform, connecting Creators, Brands, and Communities",http://www.linkedin.com/company/fanclub,US,ConnectTimeout,gpt-4o-mini,v1
gotchosen.ai,GotChosen,INFLUENCER_PLATFORMS,GotChosen is an influencer marketing platform that provides performance-based social ad solutions and tools for brands to launch measurable sponsored campaigns.,24,United States,information technology & services,"internetpeoplebusiness, social media, advertising platforms, advertising, consumer internet, internet, information technology, technology, information & internet, ad impressions, audience targeting, c","GotChosen is an American influencer marketing platform that leverages AI to provide performance-based social ad solutions. Headquartered in Orlando, with additional offices in Mumbai, São Paulo, and T",http://www.linkedin.com/company/gotchosen,US,success,gpt-4o-mini,v1
goyoutuber.com,Go YouTuber,INFLUENCER_PLATFORMS,"Go YouTuber provides organic growth services for YouTube channels, focusing on increasing subscribers, views, and engagement through analytics tools.",49,United Kingdom,marketing & advertising,"advertising services, social media marketing packages, refill guarantee, platform security, youtube channel promotion, no bots or fake followers, information technology and services, b2c, watch time, ","Go YouTuber is a company dedicated to enhancing YouTube channels by providing organic growth services. They focus on increasing subscribers, views, and watch hours through targeted engagement and anal",http://www.linkedin.com/company/youtubepals,UK_EU,success,gpt-4o-mini,v1
grouphigh.com,"GroupHigh, a Mavrck Company",INFLUENCER_PLATFORMS,"GroupHigh is a marketing software platform that helps agencies and brands identify social media profiles and manage outreach marketing, indicating a focus on influencer marketing tools.",50,United States,marketing & advertising,"blog outreach, influencer identifcation, blogger outreach, online pr & marketing, content marketing, sales & marketing, social media marketing, public relations, social media, consumer internet, inter","GroupHigh is a marketing software platform used by more than 400 agencies and brands to identify bloggers, social media profiles, and manage the outreach marketing process.  Our clients include major ",http://www.linkedin.com/company/grouphigh,US,ConnectError,gpt-4o-mini,v1
growtribes.com,Tribes,INFLUENCER_PLATFORMS,"Tribes provides a comprehensive ecosystem for creators to manage content, community, and monetization, indicating a focus on influencer marketing tools.",35,United States,information technology & services,"content, courses, technology, community, creators, media, technology, information & internet, content creator platform, b2c, creator support, white label solutions, content sharing, content sharing to","We believe in the power of content to bring people together. We believe creators deserve to own, rather than rent, their audience, and that there should be no limit on their ability to explore the rev",http://www.linkedin.com/company/growtribes,US,success,gpt-4o-mini,v1
guguguru.com,Gugu Guru,INFLUENCER_PLATFORMS,"Gugu Guru specializes in facilitating collaborations between mom-focused brands and mom creators, emphasizing influencer marketing services and community-driven partnerships.",22,United States,marketing & advertising,"maternity products, influencer marketing, baby products, community, baby registry, nursery products, content marketing, marketing to moms, ugc, marketing services, community-focused brand growth, infl","Gugu Guru simplifies brand x mom collaborations. Brands and Moms thrive when partnered effectively, but finding the right partners can be a hassle for both parties. Gugu Guru serves as a trusted bridg",http://www.linkedin.com/company/gugu-guru,US,success,gpt-4o-mini,v1
haip.cl,Haip,INFLUENCER_PLATFORMS,Haip connects brands and agencies with influencers to co-create content and provides tools for managing and analyzing campaigns.,16,Chile,marketing & advertising,"influencer marketing & digital marketing, influencer marketing, digital marketing, advertising services, marketing & advertising","Haip une a las marcas y agencias con los influencers para que puedan co-crear contenido a través de Instagram y Youtube.

Haip es más que una plataforma, es una herramienta de trabajo que facilita la ",http://www.linkedin.com/company/haip,LATAM,ConnectError,gpt-4o-mini,v1
herohero.co,Herohero,INFLUENCER_PLATFORMS,"Herohero is a creator platform that allows content creators to monetize their work and build communities, indicating a focus on creator tools and audience engagement.",10,United States,information technology & services,"technology, information & internet, information retrieval services, creator tools, content monetization, software, b2c, community building, direct income, subscription management, creator platform, fa",Herohero is an online platform where anyone can create their own profile and build a community around it. The subscription-based model allows creators to freely share and monetize any type of content:,http://www.linkedin.com/company/herohero,MIXED,success,gpt-4o-mini,v2
heyo.com,Heyo,INFLUENCER_PLATFORMS,"Heyo provides tools for social media promotions and lead generation, focusing on campaigns across platforms like Facebook and Instagram.",17,United States,marketing & advertising,"facebook campaigns, custom design, facebook contests, marketing strategy, email list building, lead generation, community engagement on facebook fan pages, social media, saas, social media marketing, ","Heyo is the easiest way to capture email leads using Facebook campaigns. Build a photo contest, sweepstakes or lead capture campaign and promote it to your audience for high quality social lead genera",http://www.linkedin.com/company/heyo,US,success,gpt-4o-mini,v1
hiconversion.eu,HiConversion - social media advertising automation,INFLUENCER_PLATFORMS,"HiConversion specializes in targeted advertising on social media platforms, indicating a focus on influencer marketing and advertising automation.",23,Russia,marketing & advertising,"social ads, russian social network marketing, social media advertising, social media marketing, advertising automation system, advertising services, consumer internet, consumers, internet, information","HiConversion is technological and marketing partner of Russian social networks, as well as the agency, 
which specializes only in targeted advertising. 
We help companies achieve quick and solid resul",http://www.linkedin.com/company/hi-conversion,UK_EU,success,gpt-4o-mini,v1
hipi.co.in,Hipi,INFLUENCER_PLATFORMS,"Hipi is a short video platform that empowers creators and brands, indicating a core business in influencer marketing.",28,India,information technology & services,"technology, information & internet, social media, video sharing, social video app, b2c, video editing, india, trending videos, short videos, mobile applications, short videos download, mobile app, inf","Hipi is a leading short form video destination that inspires creativity and passion. Made in India, Hipi has already become India's favourite short video platform for many talented creators. Hipi brin",http://www.linkedin.com/company/hipiofficialapp,INDIA,success,gpt-4o-mini,v1
homeoftravel.de,HOME of TRAVEL,INFLUENCER_PLATFORMS,"HOME of TRAVEL is an online publisher for travel bloggers and a specialist in influencer marketing, targeting active travelers and reaching over 7 million people monthly.",18,Germany,online media,"outdoors, influencer marketing, reisen, social media, travel, content creation, urlaub, online audio & video media, städtereisen, nationalparks, wandern, reise-guide, reise- und tourismus, services, s","HOME of TRAVEL ist ein Online-Verlag für Reiseblogger und Spezialist im Bereich Influencer Marketing. Zielgruppe sind aktive Urlauber, 25+. In diesem Segment erreichen wir über 7 Millionen Menschen pr",http://www.linkedin.com/company/homeoftravel,UK_EU,success,gpt-4o-mini,v1
hustlingcollaborators.com,Hustling Collaborators,INFLUENCER_PLATFORMS,"Hustling Collaborators is a creative-first influencer marketing agency specializing in influencer campaigns and social media marketing, focusing on building brand engagement through creator partnerships.",16,India,marketing & advertising,"marketing services, emotion-driven content, customer engagement, influencer campaigns, social media campaigns, social media marketing, content campaigns, content optimization, marketing campaigns, inf","Hustling Collaborators is a creative-first influencer marketing agency based in Mumbai, India, founded in 2021. The company specializes in media and entertainment services, positioning itself as a lea",http://www.linkedin.com/company/hustling-collaborators,INDIA,success,gpt-4o-mini,v1
hypefy.ai,Hypefy,INFLUENCER_PLATFORMS,"Hypefy is an AI-driven influencer marketing platform that automates influencer selection, campaign setup, and performance tracking, focusing on micro- and nano-influencers for B2C brands.",28,Croatia,marketing & advertising,"marketing services, influencer management, campaign automation, social media marketing, b2b, real-time campaign analytics, content creation, marketing and advertising, influencer outreach, influencer ","Hypefy is an AI-driven influencer marketing platform based in Zagreb, Croatia, founded in 2021. The company focuses on automating and streamlining marketing campaigns for B2C brands, particularly util",http://www.linkedin.com/company/hypefy-ai,UK_EU,success,gpt-4o-mini,v1
hyprr.com,Hyprr,INFLUENCER_PLATFORMS,"Hyprr is a social NFT platform designed to empower creators and enable genuine connections between artists and fans, indicating a focus on creator engagement and monetization.",11,United States,information technology & services,"blockchain, nfts, digital art, livestreaming, social media, technology, information & internet, consumer internet, consumers, internet, information technology & services","Hyprr is a social NFT platform, designed to empower creators and enable genuine connections between artists and fans.

Creators and charities can earn more for digital work, on a platform which is con",http://www.linkedin.com/company/hyprr,MIXED,error,gpt-4o-mini,v2
infloso.ai,Infloso AI,INFLUENCER_PLATFORMS,"Infloso AI provides AI-powered tools for discovering and working with influencers to promote brands, indicating a focus on influencer marketing.",55,United States,marketing & advertising,"wordofmouth marketing, marketing, brand awareness, app, wordofmouth, app downloads, ambassadors, mass marketing, branding, viral marketing, meme marketing, product launch, online sales, strategising, ","Infloso AI is a marketing technology company based in Gurugram, India, founded in March 2021. The company specializes in AI-powered tools for digital and social media marketing, serving brands and mar",http://www.linkedin.com/company/infloso,US,success,gpt-4o-mini,v1
influencer.uk,Influencer,INFLUENCER_PLATFORMS,"Influencer is a leading influencer marketing platform that offers tools for creator discovery, relationship management, and performance reporting, indicating a core business in influencer marketing.",160,United Kingdom,marketing & advertising,"influencer marketing, content marketing, influencers, branded content, paid media, content creation, social media marketing, social media, micro influencers, macro influencers, platform for influencer","Influencer is a leading influencer marketing platform based in the UK, connecting brands with top social media content creators for authentic collaborations. The company, co-founded by YouTuber Caspar",http://www.linkedin.com/company/influencer,UK_EU,success,gpt-4o-mini,v1
influencerconnection.com,Influencers Connect,INFLUENCER_PLATFORMS,"Influencers Connect is a marketing agency focused on influencer marketing, acting as a bridge between brands and top influencers in lifestyle and beauty.",15,Peru,marketing & advertising,"creacion de contenido, estrategias de contenido, advertising, representacion de influencers, produccion de contenido, planning estrategico, agencia, influencer marketing, marketing y publicidad, adver","INSTAGRAM: 
https://www.instagram.com/influencersconnect_peru/ 

Somos una agencia peruana de Marketing de Influencers, liderada por Melissa Valencia, enfocada en ser el nexo entre las marcas y las in",http://www.linkedin.com/company/influencers-connect,LATAM,success,gpt-4o-mini,v1
influye.agency,Influye Agency,INFLUENCER_PLATFORMS,"Influye Agency specializes in influencer marketing and represents over 40 influencers, focusing on content creation and brand collaboration.",20,Mexico,marketing & advertising,"advertising services, storytelling, brand awareness, content creation, content platforms, audience engagement, web design, content development, storytelling technology, brand collaboration, influencer","Influye es una empresa 100% mexicana especializada principalmente en Influencer Marketing y Mkt Digital. 

Somos una agencia de representación de talento con más de 40 influencers a nivel nacional y h",http://www.linkedin.com/company/influye-agency,LATAM,success,gpt-4o-mini,v1
inklop.com,Inklop,INFLUENCER_PLATFORMS,"Inklop is a mobile and web application that connects brands with influencers for advertising services, focusing on content creation and campaign automation.",9,Peru,marketing & advertising,"influencers, empresas, aplicativo movil, marketing services, community interaction, content democratization, digital marketing, creator earnings, community engagement, organic content, content creatio","Inklop, es el primer aplicativo móvil y web, que generará la conexión entre las marcas o empresas que deseen los servicios de publicidad de los influencers.",http://www.linkedin.com/company/inklop,LATAM,success,gpt-4o-mini,v1
intripetravelmedia.com,Intriper. Travel Media,INFLUENCER_PLATFORMS,"Intriper is a travel content media platform that specializes in creating and distributing engaging travel stories and experiences, indicating a core business in influencer marketing.",12,Argentina,online media,"marketing de contenidos, marketing online, social media marketing, social video marketing, video marketing, online audio & video media, online marketing, consumer internet, consumers, internet, inform","Intriper Travel Media is a prominent travel content media platform and influencer in Latin America. The company specializes in creating and distributing engaging travel stories, photos, videos, and ex",http://www.linkedin.com/company/intripertravelmedia,LATAM,ConnectError,gpt-4o-mini,v1
invitestars.com,INVITE,INFLUENCER_PLATFORMS,"INVITE is a mobile application designed for brands and creators to connect, generate advertising campaigns, and negotiate with vetted influencers, emphasizing its role in influencer marketing and creator collaboration.",11,United States,information technology & services,"advertiser, marketing, mobile application, social media platform, influencer marketing, ios software, invite app, multisided platform, social media, software, mobile computing software products, influ","We are a new iOS mobile application in beta for brands and creators to connect. 

Create advertising campaigns and showcase transparent collaborations. 

Download INVITE on TestFlight, by invitation o",http://www.linkedin.com/company/invitestars,MIXED,success,gpt-4o-mini,v2
iown.app,Own.App,INFLUENCER_PLATFORMS,"Own.App focuses on creator ownership and engagement, indicating a product aimed at social media creators.",28,United States,information technology & services,"technology, information & internet, b2c, audience ownership, real human engagement, services, creator ownership, instant earnings, performance-based rewards, performance ranking system, instant payout","Own is a Unified Social Media App that ensures true ownership of everyones personal data, content, and community, powered by a feed that uses a next generation, unbiased viral algorithm based on true ",http://www.linkedin.com/company/iownapp,US,success,gpt-4o-mini,v1
itm.media,Influence That Matters,INFLUENCER_PLATFORMS,Influence That Matters operates as an influencer marketing platform connecting influencers and advertisers to create engaging content on social media.,24,Poland,marketing & advertising,"influencer marketing, marketing services, analiza statystyk, analytics, kampanie reklamowe, social media, campaign analytics, digital marketing tools, niche influencer marketing, performance marketing",Influence That Matters (ITM) is a Polish limited liability company that operates as an influencer marketing platform. It connects influencers and advertisers to create engaging content on social media,http://www.linkedin.com/company/influencethatmatters,UK_EU,success,gpt-4o-mini,v1
itsyourculture.com,Your Culture,INFLUENCER_PLATFORMS,"Your Culture connects artists, brands, and music fans through user-generated content and creator communities, focusing on fan engagement and content creation across social media platforms.",46,United Kingdom,marketing & advertising,"marketing services, fan page management, fan interaction tools, exclusive access, fan content sharing, artist amplification, music industry marketing, fan engagement platform, ugc harnessing, artist-f","Your Culture is a digital street team and fan-led marketing platform based in Brighton, England. Founded in January 2024 by Scott Halliday-Dillon, Joe Streeter, and Joshua Brandon, the company connect",http://www.linkedin.com/company/itsyourculture,UK_EU,success,gpt-4o-mini,v1
jackapp.ai,JACK,INFLUENCER_PLATFORMS,"JACK is a digital platform specifically designed to manage influencer marketing campaigns, facilitating the entire workflow from search to payment.",41,France,marketing & advertising,"social media management, business strategy, brand strategy, paid advertising, digital marketing, influencer marketing, content creation, advertising services, marketing & advertising","JACK is a brand new digital platform to run Influencer Marketing Campaigns. With Jack Brands and digital Creators can manage the entire campaign workflow from mutual Search to briefing, messaging, pay",http://www.linkedin.com/company/jackapp,UK_EU,ConnectError,gpt-4o-mini,v1
jellyjelly.com,JellyJelly,INFLUENCER_PLATFORMS,"JellyJelly provides tools for creators to make and share unfiltered videos, emphasizing content creation and decentralized monetization.",12,United States,online media,"online audio & video media, unfiltered video platform, real estate listing videos, tiktok sharing, no filters, on-the-go podcasting, short form video, video sharing platform, social media, video revie","Use JellyJelly to make brilliant sharable videos from casual chats with friends and guests. Fastest way to make micro-podcasts about anything. With decentralized monetization, JellyJelly creators can ",http://www.linkedin.com/company/jelly-jelly,US,success,gpt-4o-mini,v1
jerrick.media,Jerrick,INFLUENCER_PLATFORMS,"Jerrick operates the Vocal platform, which connects creators with audiences and monetizes content, indicating a focus on influencer marketing solutions.",340,United States,information technology & services,"media, experiential, production, marketing, publishing, content creation, technology, technology, information & internet, information technology & services","Jerrick Media Holdings, Inc. (OTCQB: JMDA) is the parent company and creator of the Vocal platform. The Company creates technology-based solutions to solve problems for the creative community. Through",http://www.linkedin.com/company/jerrick-media,US,success,gpt-4o-mini,v1
joinebo.com,"EBO, Corp.",INFLUENCER_PLATFORMS,"EBO provides a platform for verifying and booking trusted creators and influencers, with a focus on managing visibility and results in the media economy.",14,United States,information technology & services,"technology, information & media, real-time insights, media outreach control, media outreach reporting, information technology and services, media reporting, talent management, media outreach managemen","We're the infrastructure for the new media economy. We verify credibility, align messages to the right channels, and book trusted experts, influencers, thought leaders and creators. 

We analyze, trac",http://www.linkedin.com/company/joinebo,MIXED,success,gpt-4o-mini,v2
konduit.me,Konduit.me,INFLUENCER_PLATFORMS,"Konduit helps publishers and content creators monetize their digital video advertising, indicating a focus on influencer marketing solutions.",50,United States,marketing & advertising,"advertising services, marketing & advertising",Konduit helps publisher and content creators to make more money by simplifying and accelerating the digital video advertising process. Our solutions provide incremental revenue for partners across des,http://www.linkedin.com/company/konduit-video,US,ConnectTimeout,gpt-4o-mini,v1
kreator.buzz,Kreator,INFLUENCER_PLATFORMS,"Kreator is a SAAS platform designed for content creators and influencers to manage their services and collaborations, indicating a focus on influencer marketing.",31,India,online media,"content creators, designers, influencers, business content, online media, media","Kreator is a SAASY platform for content creators, designers, and influencers to set up a digital Ah!fis(office) and provide services with the flexibility of freelancing.

Top Features:
Ah!fis
Collabor",http://www.linkedin.com/company/thekreatorbuzz,INDIA,ConnectError,gpt-4o-mini,v1
leher.app,Leher App,INFLUENCER_PLATFORMS,"Leher is a video-first social platform tailored for content creators and influencers, facilitating live discussions and community building.",27,India,online media,"online audio & video media, online media","Leher is a video-first social platform that promotes live discussions and connections among like-minded communities. Founded in 2018 and based in Bengaluru, Leher.ai Private Limited offers an audio-vi",http://www.linkedin.com/company/leherapp,INDIA,ConnectError,gpt-4o-mini,v1
letsbreakthrough.co,Breakthrough,INFLUENCER_PLATFORMS,"Breakthrough Apps partners with creators to develop branded apps, indicating a focus on influencer marketing within the wellness sector.",17,United States,information technology & services,"technology, information & internet, information technology & services","Breakthrough Apps specializes in creating mobile applications for the wellness sector. The company partners with creators to develop branded, habit-forming apps that enhance user engagement and retent",http://www.linkedin.com/company/breakthrough-app-platform,US,success,gpt-4o-mini,v1
liiftsocial.com,LiiftSocial,INFLUENCER_PLATFORMS,"LiiftSocial provides a social media management platform designed to enhance social media marketing efforts, indicating a focus on influencer marketing tools and analytics.",50,United States,information technology & services,"visual social media marketing, tech, social media marketing, instagram, twitter, content marketing, social media, visual content marketing, linkedin, facebook, social media management, technology, inf",LiiftSocial allows you to manage all your social media marketing from a Single Platform. It has been designed to save your time and effort. With LiiftSocial you can manage all your social profiles and,http://www.linkedin.com/company/liiftsocial,US,success,gpt-4o-mini,v1
linkme.live,LinkME,INFLUENCER_PLATFORMS,"LinkME connects brands with digital influencers, indicating a focus on influencer marketing services.",32,Brazil,information technology & services,"technology, information & internet, information technology & services","We are a family formed by an innovative team of digital influencers. Here we connect brands, create projects, plan actions and execute all this with love.",http://www.linkedin.com/company/linkme-live,LATAM,success,gpt-4o-mini,v1
lobster.media,Lobster.media,INFLUENCER_PLATFORMS,"Lobster.media operates a social content marketplace that connects creators with marketers, focusing on user-generated content and video licensing.",26,United Kingdom,information technology & services,"social content marketplace, video licensing, internet, user generated content, pictures, search for images & videos on social networks, photography licensing, videos, social media content, martech, ad","🦞 MARKETERS can access authentic user-generated content. 👉 Our AI discovers the most uncompromised pictures, ranks the quality, and provides you with unique and original content. And it's automaticall",http://www.linkedin.com/company/lobster,UK_EU,success,gpt-4o-mini,v1
localaway.com,LocalAway,INFLUENCER_PLATFORMS,LocalAway specializes in AI-powered social commerce platforms that empower influencers to monetize their content through shoppable livestreams.,10,United States,information technology & services,"technology, information & media, information technology & services","LocalAway is a technology company based in Redwood City, California, founded in 2020. It specializes in AI-powered social commerce platforms that address location- and situational-based fashion needs ",http://www.linkedin.com/company/localaway,US,success,gpt-4o-mini,v1
looptifyapp.com,Looptify,INFLUENCER_PLATFORMS,"Looptify is a marketplace platform that connects fans with notable celebrities and influencers, offering access to their brands and exclusive content.",22,United States,information technology & services,"technology, information & internet, information technology & services","Looptify is a High-Profile marketplace platform for notable celebrities, influencers, musicians, professional athletes, and more. Fans can gain access to Looptify's High-Profile partners' latest indiv",http://www.linkedin.com/company/looptify,US,success,gpt-4o-mini,v1
lttm-group.com,LTTM Sp. z o.o.,INFLUENCER_PLATFORMS,"LTTM Sp. z o.o. specializes in video and influencer marketing services, including managing the largest local YouTube partner network in Europe and professional influencer marketing.",16,Poland,marketing & advertising,"advertising services, marketing & advertising",LTTM - the largest group in Poland providing video and influencer marketing services. 62% of the industry in Poland is developing under its wings. The LTTM includes specialised companies: LifeTube - t,http://www.linkedin.com/company/grupalttm,UK_EU,success,gpt-4o-mini,v1
luagroup.com,Lua,INFLUENCER_PLATFORMS,"Lua provides solutions and services to optimize influencer marketing campaigns, including creator search and campaign management.",57,Spain,marketing & advertising,"influencer marketing, marketing services, marketing & advertising",We provide solutions and services to optimize your influencer marketing campaigns.,http://www.linkedin.com/company/luagroup,UK_EU,success,gpt-4o-mini,v1
lunar-x.com,Lunar X,INFLUENCER_PLATFORMS,"Lunar X is a global digital content studio that partners with creators and invests in digital-first content brands, indicating a strong focus on influencer marketing and creator collaboration.",29,United Kingdom,information technology & services,"technology, information & media, information technology & services","Lunar X is a global digital content studio and media company founded in 2021, with locations in London and Berlin. The company focuses on investing in digital-first content brands, helping them grow i",http://www.linkedin.com/company/lunar-x-media,UK_EU,success,gpt-4o-mini,v1
lydda.fr,Lydda,INFLUENCER_PLATFORMS,"Lydda provides a comprehensive solution for enhancing the visibility and monetization of content for creators across multiple social media platforms, indicating a strong focus on influencer marketing.",43,France,online media,"online audio & video media, advertising services, content performance reporting, audience retention, visual design, content amplification, b2b, content management, content scheduling, content creation","Votre contenu compte et nous sommes là pour le faire rayonner. 
Lydda accompagne la présence sociale des créateurs et producteurs de contenus en ne laissant rien au hasard.",http://www.linkedin.com/company/lyddafrance,UK_EU,success,gpt-4o-mini,v1
maestro.io,Maestro,INFLUENCER_PLATFORMS,"Maestro provides an OTT platform that empowers creators with monetization and audience management, indicating a focus on influencer marketing tools.",360,United States,information technology & services,"engagement, creator economy, virtual events, livestream, developer solutions, entertainment, digital media, video creator, monetization, live streaming, community, content creator, media, live events,","Maestro is an all-in-one OTT (Over-The-Top) platform that empowers brands, creators, and solopreneurs to create fully branded video destinations. It offers integrated monetization, interactivity, and ",http://www.linkedin.com/company/maestro-io,US,success,gpt-4o-mini,v1
makerslab.com.br,makers lab,INFLUENCER_PLATFORMS,"Makers Lab connects brands with strategic creators to deliver measurable results through influencer marketing campaigns, indicating a core focus on influencer-related services.",18,Brazil,marketing & advertising,"social media, branding, empresas, ia, affiliate marketing, marketing de afiliados, content marketing, campanhas, marketing de conteudo, influencer marketing, automacao, redes sociais, marketing de inf","Makers Lab is the innovation center of Tech Mahindra, dedicated to promoting technology innovation and providing a collaborative platform for developing solutions that address real-world challenges. I",http://www.linkedin.com/company/mkrslab,LATAM,success,gpt-4o-mini,v1
marmeladz.com,Marmeladz,INFLUENCER_PLATFORMS,"Marmeladz is a social media management platform that provides tools for content creators to optimize and monetize their video content across various social networks, indicating a focus on influencer marketing.",41,France,online media,"entertainment, medias, mobile app, ads, diffusion large, optimisation format vidéo, gestion de communautés, diffusion tiktok, optimisation vidéo, advertising, diffusion sur tiktok, content creation, o",Marmeladz is a social media management platform designed to assist content creators in monetizing and optimizing their video content across various social networks. The company provides technological ,http://www.linkedin.com/company/marmeladz,UK_EU,success,gpt-4o-mini,v1
marquetingventures.com,Marqueting Ventures,INFLUENCER_PLATFORMS,Marqueting Ventures specializes in influencer marketing and offers services to find and collaborate with creators for brand campaigns.,49,India,marketing & advertising,"seo, pay per click ads, content creation, marketing & influencer marketing, email marketing, social media marketing, content marketing, content writing, influencer marketing, digital marketing, market","Marqueting Ventures Private Limited is an Indian private company established on February 18, 2020, that specializes in influencer marketing within the advertising and marketing sector. Based in the Na",http://www.linkedin.com/company/marquetingventures,INDIA,success,gpt-4o-mini,v1
meetcortex.com,Cortex,INFLUENCER_PLATFORMS,"Cortex provides a SaaS platform that automates content creation and optimization for social media teams, indicating a focus on influencer marketing tools.",18,United States,marketing & advertising,"artificial intelligence, competitor tracking, social media analytics, social media content, content marketing, marketing content, social media marketing, content optimization, saas, marketing automati","Cortex is an AI-powered SaaS platform based in Boston, Massachusetts, founded in 2015. It enhances creativity for marketing, advertising, and social media teams by automating content creation, optimiz",http://www.linkedin.com/company/meetcortex,US,ConnectError,gpt-4o-mini,v1
members.media,Members Media,INFLUENCER_PLATFORMS,"Members Media specializes in music marketing and promotion, leveraging social media and influencer strategies to amplify artists and their music through curated playlists and targeted campaigns.",18,Canada,marketing & advertising,"spotify strategy, direct advertising, social media, tiktok marketing, digital marketing, music industry, spotify marketing, marketing services, music marketing, music marketing & promotion, playlist p","At Members Media, we're all about amplifying great music. We believe that good music deserves to be heard, and our mission is to help artists discover and acquire new fans through custom content. Ever",http://www.linkedin.com/company/members-media,INDIA,success,gpt-4o-mini,v1
memedia.in,MeMedia,INFLUENCER_PLATFORMS,"MeMedia is a meme-led influencer marketing agency specializing in influencer marketing and social media management, indicating a core business focus on working with social media creators.",29,India,marketing & advertising,"infuencer marketing, meme marketing, talent management, meme marketing & infuencer marketing, social media management, advertising services, cost-effective advertising, viral content, digital marketin","MeMedia is a meme-led influencer marketing agency based in Delhi, India. The company specializes in storytelling through meme-integrated content, positioning itself as a leader in meme marketing withi",http://www.linkedin.com/company/memedia-in,INDIA,success,gpt-4o-mini,v1
memehousela.com,Memehouse,INFLUENCER_PLATFORMS,"Memehouse operates a connected ecosystem of creator spaces and media formats, indicating a focus on influencer and creator-driven content.",17,United States,information technology & services,"technology, information & media, information technology & services","Memehouse is a cultural engine built at the intersection of live media, creators, and modern digital culture.

We develop and operate a connected ecosystem of creator spaces, productions, media format",http://www.linkedin.com/company/memehouse-la,US,success,gpt-4o-mini,v1
metropole4.com,Metrópole 4,INFLUENCER_PLATFORMS,"Metrópole 4 is a digital influencer platform that connects brands with influencers and specializes in influencer marketing solutions, including campaign management and analytics.",12,Brazil,marketing & advertising,"advertising services, b2b, ferramenta de mídia kit, content performance analytics, social media marketing, automated reporting, influencer outreach, campaign management, marketing services, influencia","Metrópole 4 is a digital influencer platform based in Belo Horizonte, Brazil, that connects brands with influencers through effective marketing solutions. Founded in October 2018, the company has arou",http://www.linkedin.com/company/metropole-4,LATAM,success,gpt-4o-mini,v1
mfield.com.br,MField,INFLUENCER_PLATFORMS,MField is a prominent Brazilian influencer marketing agency specializing in connecting brands with digital influencers and creating story-driven campaigns.,82,Brazil,marketing & advertising,"publicidade, marketing digital, digital influencers, marketing de influencia, propaganda, marketing, advertising services, brand storytelling, influencer authenticity, content creation, campanhas de i","MField is a prominent Brazilian influencer marketing agency based in São Paulo, with a focus on creative, story-driven campaigns. Founded between 2012 and 2017, the agency employs around 80 people and",http://www.linkedin.com/company/mfield,LATAM,success,gpt-4o-mini,v1
migosmedia.com,MIGOSMEDIA,INFLUENCER_PLATFORMS,MIGOSMEDIA is a talent agency that connects brands with content creators and specializes in managing influencer marketing campaigns.,18,Spain,marketing & advertising,"social media data analysis, instagram, social media strategy, clubhouse, influencer marketing, digital branding, influencer marketing campaign, marketing, cosmetics, youtube, social media marketing, p","MIGOSMEDIA is a talent agency that connects brands with content creators in the beauty, fashion, and lifestyle sectors. The agency specializes in managing partnerships, allowing both brands and creato",http://www.linkedin.com/company/migosmedia,UK_EU,success,gpt-4o-mini,v1
momspresso.com,Momspresso,INFLUENCER_PLATFORMS,Momspresso is a multi-lingual content and influencer platform that collaborates with brands for influencer marketing and empowers mom bloggers to share content and earn through collaborations.,120,India,internet,"influencer marketing, blogs, videos, podcasts, content, research amp insights, digital films, content marketing, brands, research insights, blogger meets, regional languages, vlogs, women, brand safe,","Momspresso was India's largest multi-lingual content and influencer platform for mothers, launched in 2010. It empowered women to express themselves, share content, and earn through blogging and colla",http://www.linkedin.com/company/momspresso,INDIA,ConnectError,gpt-4o-mini,v1
motionsociety.com,Motion Society,INFLUENCER_PLATFORMS,"Motion Society helps content creators enhance their distribution across social media platforms, indicating a focus on influencer marketing and creator support.",57,France,information technology & services,"technology, information & internet, data mastery, social media optimization, community management, content transformation, content monetization, video analysis, content performance metrics, social med","Motion Society, also known as Moso, is a creator-centric company based in Paris and Barcelona. Founded by four experts in content creation, technology, and finance, it helps content creators enhance t",http://www.linkedin.com/company/motion-society,UK_EU,success,gpt-4o-mini,v1
mycliqk.com,Cliqk,INFLUENCER_PLATFORMS,"Cliqk provides a platform for managing marketing campaigns that integrates creator engagement tools and performance analytics, indicating a focus on influencer marketing.",25,United States,information technology & services,"technology, information & media, creator engagement tools, ai campaign execution, city-by-city marketing, personalized creator support, real-time campaigns, ai communication system, creator support pl","Cliqk is an AI-powered go-to-market platform that streamlines and enhances marketing campaigns for brands, creators, and companies. It integrates various marketing operations, including creative devel",http://www.linkedin.com/company/mycliqk,US,success,gpt-4o-mini,v1
mylikes.page,MyLikes,INFLUENCER_PLATFORMS,"MyLikes is a social media advertising platform that enables social publishers to create custom websites and monetize them, indicating a focus on influencer marketing and creator engagement.",34,United States,marketing & advertising,"artificial intelligence & social media, artificial intelligence, social media, advertising, social network, social media advertising, consumer internet, internet, information technology, advertising s",MyLikes is a social media advertising platform founded in 2010. It enables social publishers to create custom social websites and monetize them through user activity linked to financial rewards. MyLik,http://www.linkedin.com/company/mylikes,US,ConnectError,gpt-4o-mini,v1
